Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Direction,FloorCount,WalkScore,SchoolNearby,HospitalNearby,PublicTransport,PropertyCondition,HeatingType,GarageType,RenovatedYear
Fitzroy,6,h,1918462.0,SA,hockingstuart,3/12/2016,30.9,3012,1.0,1.0,3.0,1813.2,,1891.0,Moonee Valley,-37.5757,144.8514,Southern Metropolitan,20020,NE,1.0,49.0,No,No,Yes,,,Double,
Northcote,1,h,2020403.0,PI,Biggin,4/2/2017,27.8,3062,3.0,3.0,,2639.1,,1995.0,Boroondara,-37.5968,144.8231,South-Eastern Metropolitan,568,NE,,79.0,Yes,No,No,,Solar,,1994.0
Camberwell,4,t,426968.0,S,hockingstuart,1/9/2018,2.5,3101,2.0,,4.0,285.3,,2006.0,Yarra,-37.7124,144.9353,Northern Metropolitan,19658,,1.0,41.0,No,No,No,Good,,,
Richmond,1,u,2404214.0,PI,Nelson,1/9/2018,29.0,3193,,4.0,,,343.8,,Boroondara,-37.6581,144.7091,Eastern Metropolitan,4904,NE,4.0,36.0,Yes,Yes,No,Good,,Single,
South Yarra,6,h,985122.0,S,Marshall,18/6/2016,11.9,3121,6.0,4.0,,2481.7,523.5,2015.0,Boroondara,-37.5684,144.7438,Northern Metropolitan,19078,N,3.0,69.0,No,No,No,Good,None,,2000.0
Malvern,5,h,1526485.0,SA,Biggin,1/9/2018,6.9,3119,1.0,3.0,1.0,2959.7,581.6,,Port Phillip,-37.6098,145.0647,Western Metropolitan,9269,NE,4.0,71.0,Yes,,Yes,Poor,None,,
Richmond,2,u,756995.0,VB,Biggin,1/9/2018,9.5,3132,1.0,4.0,2.0,2186.8,,,Moonee Valley,-37.6865,,Western Metropolitan,4771,S,4.0,96.0,No,Yes,No,Poor,,Double,2013.0
Northcote,5,t,2435454.0,SP,Barry,3/12/2016,17.5,3202,1.0,2.0,,,43.1,1878.0,,-37.734,144.8802,Northern Metropolitan,15413,NW,3.0,79.0,Yes,Yes,No,,Solar,Single,
South Yarra,4,u,2317790.0,SA,Marshall,1/9/2018,16.0,3010,6.0,4.0,,2113.7,,,Boroondara,-37.7596,144.7052,Western Metropolitan,10940,SE,3.0,70.0,Yes,No,Yes,Average,,Single,1996.0
Hawthorn,5,u,2322723.0,S,Biggin,1/9/2018,11.5,3215,4.0,4.0,3.0,2132.0,,1923.0,Moonee Valley,-37.6474,144.8491,Eastern Metropolitan,15877,,1.0,53.0,Yes,No,Yes,Good,Solar,,
Collingwood,4,h,1283224.0,S,hockingstuart,3/12/2016,7.7,3205,2.0,4.0,,,,1885.0,Port Phillip,-37.6265,145.1106,Western Metropolitan,20291,SE,3.0,98.0,Yes,No,Yes,Average,Electric,Carport,2012.0
Brunswick,4,h,,S,Biggin,1/9/2018,27.2,3108,4.0,2.0,,2570.1,254.5,1860.0,Yarra,-37.8629,144.8702,Southern Metropolitan,14618,SE,4.0,,Yes,Yes,No,Average,None,None,
Collingwood,4,t,777409.0,S,Biggin,3/12/2016,34.7,3103,6.0,1.0,3.0,,,,Yarra,-37.7604,145.1818,Eastern Metropolitan,11890,SE,3.0,,No,Yes,No,Average,Gas,Carport,
Richmond,6,h,2430945.0,SP,Biggin,18/6/2016,,3110,4.0,4.0,5.0,369.8,,,,-37.6415,144.895,Southern Metropolitan,7356,E,,32.0,No,No,No,Average,,Single,
Richmond,4,h,1851028.0,PI,Barry,7/5/2017,11.8,3171,3.0,1.0,0.0,,,,Yarra,-37.6797,144.9321,Southern Metropolitan,16351,NW,2.0,32.0,Yes,No,No,Average,Solar,Single,
South Yarra,4,u,537635.0,VB,Biggin,3/12/2016,10.1,3212,6.0,3.0,1.0,2863.9,,,Moonee Valley,-37.7134,145.101,Eastern Metropolitan,6258,S,1.0,,Yes,No,,Excellent,Solar,Double,2001.0
South Yarra,2,h,833510.0,SP,Biggin,3/12/2016,9.2,3068,1.0,3.0,,1424.2,486.0,,Moreland,-37.8205,145.1915,Southern Metropolitan,9866,NW,3.0,,No,No,No,Poor,Solar,Double,1997.0
Camberwell,1,t,778036.0,S,Barry,1/9/2018,6.5,3101,2.0,,4.0,2883.7,248.1,1941.0,Port Phillip,-37.7063,144.8858,Western Metropolitan,1684,N,4.0,49.0,No,Yes,Yes,Poor,Solar,,
Hawthorn,3,u,1849417.0,SP,Marshall,3/12/2016,20.2,3001,3.0,2.0,,2817.4,269.7,,Moonee Valley,-37.7051,144.76,Northern Metropolitan,17113,N,4.0,73.0,Yes,Yes,No,Average,,Double,2012.0
Camberwell,1,t,834668.0,SA,Nelson,4/2/2017,22.0,3167,3.0,2.0,1.0,,217.9,,Port Phillip,-37.777,144.9615,Eastern Metropolitan,7598,E,2.0,,No,No,No,Excellent,None,Single,2018.0
Northcote,4,u,2391483.0,S,Barry,4/2/2017,25.3,3036,6.0,2.0,2.0,2734.1,,,Port Phillip,-37.5659,144.9959,Northern Metropolitan,22613,W,,,No,No,No,,Solar,Double,
Preston,2,h,1001393.0,VB,Barry,18/6/2016,24.4,3117,5.0,1.0,5.0,2700.0,381.8,,Moreland,-37.6888,145.1797,Eastern Metropolitan,10637,NW,,97.0,Yes,Yes,,Good,Electric,None,2011.0
Collingwood,5,u,1943481.0,S,Biggin,3/12/2016,11.6,3048,1.0,2.0,5.0,,,,Moreland,-37.6097,144.907,Eastern Metropolitan,20868,SW,,,No,Yes,Yes,,Electric,Carport,2001.0
South Yarra,2,u,1075992.0,VB,Biggin,1/9/2018,12.9,3074,,1.0,3.0,2100.2,509.2,1973.0,Moonee Valley,-37.8984,144.7454,Southern Metropolitan,26280,SE,4.0,55.0,,No,,Average,,Double,2005.0
Essendon,4,h,850198.0,VB,Nelson,1/9/2018,24.5,3163,2.0,4.0,,122.0,,2002.0,Moreland,-37.6473,145.0255,Northern Metropolitan,9537,S,2.0,60.0,No,Yes,No,Excellent,None,Carport,1990.0
Northcote,2,h,647891.0,PI,Biggin,7/5/2017,13.5,3074,2.0,4.0,5.0,440.1,303.0,1905.0,Moonee Valley,-37.7093,144.7106,Western Metropolitan,4288,SW,,83.0,No,Yes,Yes,Excellent,Electric,Carport,
Coburg,2,t,750201.0,PI,hockingstuart,18/6/2016,9.0,3200,6.0,3.0,3.0,446.0,174.3,1979.0,Yarra,-37.8267,144.9127,Northern Metropolitan,14281,S,1.0,,Yes,,Yes,Good,Electric,None,2013.0
Hawthorn,4,t,1291566.0,SP,Biggin,1/9/2018,14.4,3197,1.0,3.0,0.0,119.4,,1907.0,Yarra,-37.8955,144.9048,Eastern Metropolitan,9118,SW,2.0,85.0,Yes,Yes,,Poor,Solar,Double,2021.0
Richmond,6,h,1294863.0,SP,Biggin,7/5/2017,11.0,3033,6.0,1.0,,,,,Boroondara,-37.7981,144.8274,Western Metropolitan,6435,E,,,Yes,No,No,Excellent,None,Double,
Camberwell,2,h,1308644.0,VB,hockingstuart,1/9/2018,4.9,3057,2.0,2.0,,2763.3,,1942.0,Darebin,-37.7734,145.1822,Southern Metropolitan,11845,SE,,90.0,Yes,Yes,No,,None,,
Northcote,3,h,,S,Nelson,7/5/2017,29.4,3110,4.0,3.0,,2008.2,,,Darebin,-37.8937,144.9017,Western Metropolitan,10119,NE,1.0,63.0,No,,No,Average,,Carport,
Malvern,3,u,1869282.0,SA,hockingstuart,4/2/2017,30.2,3164,4.0,1.0,,,82.5,1985.0,Yarra,-37.6819,145.1474,Western Metropolitan,25553,SW,,,No,Yes,,Average,None,Carport,
Collingwood,2,u,2085295.0,SA,Barry,4/2/2017,,3095,1.0,3.0,0.0,2390.4,77.9,,,,144.9576,Northern Metropolitan,2454,NW,3.0,79.0,Yes,Yes,No,,Solar,Carport,2002.0
South Yarra,6,u,1320913.0,S,hockingstuart,1/9/2018,4.1,3059,2.0,2.0,,1490.7,125.7,1988.0,,-37.6276,145.1103,Eastern Metropolitan,1556,W,,,No,No,No,Poor,Electric,Carport,2004.0
Richmond,5,h,497667.0,S,Marshall,18/6/2016,26.4,3139,6.0,1.0,,469.3,122.6,1879.0,Moonee Valley,-37.6907,144.9257,Eastern Metropolitan,13537,N,2.0,40.0,Yes,,No,Good,,,
Brunswick,4,t,906521.0,PI,Barry,3/12/2016,9.0,3031,5.0,3.0,0.0,,,,Moonee Valley,-37.8258,145.1958,Eastern Metropolitan,3140,N,1.0,,No,No,No,Good,Electric,None,
Malvern,3,h,2861393.0,SA,Biggin,18/6/2016,,3208,,2.0,4.0,1049.1,,1924.0,Moreland,-37.806,145.02,South-Eastern Metropolitan,3414,N,1.0,60.0,No,No,Yes,Poor,Gas,Single,
Hawthorn,5,u,,VB,Barry,18/6/2016,4.1,3131,5.0,1.0,4.0,2111.6,,,Darebin,-37.5731,144.778,Southern Metropolitan,20415,N,4.0,,Yes,,,Average,Solar,,2007.0
Northcote,2,u,1650791.0,SP,Nelson,3/12/2016,9.5,3105,4.0,1.0,4.0,907.3,363.7,,,-37.5708,144.7032,Northern Metropolitan,1013,S,1.0,52.0,No,No,Yes,Poor,Electric,,2001.0
Reservoir,5,h,1667231.0,PI,Nelson,4/2/2017,28.2,3032,6.0,1.0,,,246.2,,Moonee Valley,-37.7827,145.1645,Eastern Metropolitan,28565,S,1.0,82.0,Yes,,No,Good,,Single,1998.0
Richmond,1,h,1781181.0,SA,hockingstuart,4/2/2017,28.5,3042,5.0,4.0,,2457.9,,,Darebin,-37.6783,145.0434,Western Metropolitan,4927,NE,,91.0,Yes,Yes,Yes,Excellent,Solar,None,
Collingwood,3,u,657974.0,S,Barry,3/12/2016,8.8,3111,2.0,1.0,,512.5,371.0,,Moreland,-37.558,144.7531,South-Eastern Metropolitan,16461,S,3.0,46.0,Yes,,Yes,Average,,Single,2016.0
Fitzroy,2,u,2874618.0,SA,Biggin,7/5/2017,13.1,3106,2.0,3.0,5.0,2932.9,105.3,,Yarra,-37.5524,145.0717,Southern Metropolitan,26515,NE,1.0,70.0,Yes,Yes,Yes,Average,None,,2017.0
Essendon,4,u,2903271.0,VB,Nelson,18/6/2016,6.4,3008,5.0,1.0,,257.1,456.2,,Boroondara,-37.9211,144.8136,Eastern Metropolitan,1032,SE,1.0,,Yes,No,Yes,Poor,,Carport,
Moonee Ponds,6,h,,PI,Biggin,1/9/2018,4.4,3178,3.0,1.0,2.0,1625.3,489.5,,Port Phillip,-37.7286,145.1046,South-Eastern Metropolitan,27128,NE,3.0,60.0,No,No,No,Excellent,Gas,,1993.0
Malvern,2,u,1401882.0,S,Marshall,4/2/2017,34.7,3113,5.0,1.0,,2752.3,344.6,,Moreland,-37.6594,145.005,Southern Metropolitan,15119,,2.0,78.0,Yes,Yes,Yes,Poor,Electric,Double,
Preston,4,u,,VB,Nelson,1/9/2018,23.6,3124,3.0,1.0,2.0,,,,Moreland,-37.8753,144.7618,Western Metropolitan,4426,N,1.0,86.0,No,,Yes,Poor,Electric,,2009.0
Moonee Ponds,6,t,1194131.0,SP,hockingstuart,3/12/2016,19.9,3019,1.0,1.0,3.0,734.7,480.6,1949.0,Moreland,-37.6212,144.7355,South-Eastern Metropolitan,13091,N,3.0,77.0,No,Yes,,Average,,Single,2018.0
Collingwood,6,h,2721321.0,PI,Marshall,1/9/2018,27.3,3166,,4.0,2.0,474.8,,1948.0,Boroondara,-37.7626,144.9331,Northern Metropolitan,3411,S,3.0,82.0,Yes,Yes,Yes,Average,Gas,None,2022.0
Coburg,2,t,950270.0,VB,Barry,1/9/2018,29.7,3150,2.0,2.0,4.0,,,1976.0,Moonee Valley,-37.7509,145.1684,Southern Metropolitan,20152,SE,2.0,91.0,No,No,No,Poor,Electric,Carport,2019.0
Camberwell,5,t,340417.0,VB,Biggin,18/6/2016,28.6,3040,6.0,4.0,3.0,173.8,303.5,,Darebin,-37.8403,144.9823,South-Eastern Metropolitan,1777,,4.0,79.0,No,No,No,Good,Solar,Double,
Coburg,5,u,678638.0,S,Nelson,3/12/2016,2.5,3043,4.0,3.0,1.0,1481.5,,1874.0,Yarra,-37.8299,145.0796,South-Eastern Metropolitan,17750,NE,1.0,,No,Yes,Yes,Average,Electric,None,
Fitzroy,6,h,1310560.0,SP,Marshall,1/9/2018,,3124,,2.0,2.0,2399.2,,1866.0,Yarra,,144.9347,Southern Metropolitan,8429,E,1.0,38.0,,Yes,Yes,Poor,Solar,Double,
Malvern,5,u,,VB,Marshall,4/2/2017,23.6,3034,2.0,3.0,2.0,1702.8,,,Port Phillip,,144.892,South-Eastern Metropolitan,27961,N,2.0,61.0,No,No,No,Good,None,,
Preston,1,h,442458.0,PI,Nelson,3/12/2016,,3150,2.0,1.0,4.0,604.6,70.0,1863.0,,-37.7973,145.1111,South-Eastern Metropolitan,22598,SE,3.0,,No,No,No,Poor,Electric,,
Reservoir,6,t,,VB,Barry,4/2/2017,34.4,3057,6.0,3.0,3.0,,,1860.0,Yarra,-37.8851,144.9317,Southern Metropolitan,16607,W,4.0,,No,,,Good,Solar,Double,2022.0
Fitzroy,6,h,1785963.0,SA,Barry,7/5/2017,24.0,3047,4.0,4.0,5.0,,,1964.0,Port Phillip,-37.8931,144.7708,Western Metropolitan,27129,E,3.0,94.0,Yes,No,No,Poor,Electric,,
Malvern,4,u,2173782.0,PI,hockingstuart,1/9/2018,33.6,3214,2.0,4.0,,,,,Port Phillip,-37.787,144.8373,Northern Metropolitan,29313,,3.0,79.0,,Yes,No,Average,Solar,,2020.0
St Kilda,5,u,665105.0,PI,Barry,3/12/2016,8.6,3057,4.0,,,,217.3,1940.0,Boroondara,-37.6971,144.9807,Southern Metropolitan,13162,N,2.0,92.0,No,No,No,Poor,None,None,
Moonee Ponds,6,u,1658791.0,VB,hockingstuart,4/2/2017,30.5,3100,,1.0,2.0,,,,,-37.6389,144.9013,Eastern Metropolitan,16182,N,2.0,,Yes,Yes,No,Average,,,2012.0
Fitzroy,1,h,1553659.0,S,Marshall,1/9/2018,12.6,3056,,2.0,,606.0,226.1,,Darebin,-37.5802,144.8832,South-Eastern Metropolitan,23422,S,4.0,86.0,No,No,Yes,Poor,Gas,None,2012.0
Moonee Ponds,4,t,2226850.0,PI,Nelson,18/6/2016,34.7,3214,3.0,4.0,,804.1,,1961.0,Darebin,-37.6957,145.0344,Northern Metropolitan,6300,W,,38.0,No,No,Yes,Excellent,Solar,Carport,2005.0
Richmond,2,t,2981303.0,SA,Barry,4/2/2017,7.2,3166,2.0,4.0,,1622.9,452.3,,Boroondara,-37.7817,145.0182,Northern Metropolitan,5643,,1.0,55.0,,No,Yes,Poor,Gas,,
Coburg,6,h,2388929.0,S,hockingstuart,4/2/2017,19.0,3155,3.0,2.0,0.0,876.6,,,Darebin,-37.7812,144.857,Southern Metropolitan,26782,W,1.0,,,,No,,Solar,Carport,
Richmond,1,u,296250.0,S,Marshall,7/5/2017,28.2,3063,5.0,4.0,2.0,1648.8,574.8,,Moonee Valley,-37.7202,144.8797,Eastern Metropolitan,2656,N,3.0,95.0,Yes,No,Yes,Average,Solar,Carport,1995.0
Essendon,3,t,1141372.0,S,Barry,18/6/2016,16.3,3061,2.0,2.0,2.0,,445.7,1997.0,Moreland,-37.7348,145.076,Eastern Metropolitan,10949,NW,1.0,63.0,,Yes,Yes,Average,Solar,Carport,
St Kilda,1,u,1600850.0,PI,Biggin,7/5/2017,17.4,3082,1.0,4.0,5.0,2216.5,,2019.0,Yarra,-37.6937,145.1606,Western Metropolitan,26301,SW,3.0,35.0,No,,Yes,Poor,Solar,Single,
Preston,1,h,725147.0,S,Marshall,18/6/2016,34.5,3112,4.0,3.0,5.0,535.8,428.8,1922.0,,-37.7486,144.8621,Eastern Metropolitan,10125,NW,3.0,91.0,,No,Yes,Average,Gas,Single,
Reservoir,4,u,2003282.0,VB,Barry,4/2/2017,16.0,3111,1.0,3.0,,2263.8,534.5,,,-37.9264,144.8459,Southern Metropolitan,23824,NE,4.0,,Yes,,No,Average,Solar,None,
Hawthorn,2,t,2362368.0,S,Marshall,7/5/2017,21.9,3061,3.0,2.0,,,,1924.0,,-37.7497,144.8326,Northern Metropolitan,2549,W,1.0,,No,,Yes,,Solar,Double,1994.0
Moonee Ponds,3,t,,SA,Nelson,1/9/2018,3.8,3093,,,2.0,,208.1,1940.0,Moonee Valley,-37.941,144.7708,Northern Metropolitan,10513,E,,65.0,Yes,No,No,Average,,None,2015.0
Reservoir,5,u,2874449.0,SP,Nelson,18/6/2016,29.8,3212,,1.0,,223.7,455.1,1871.0,Moonee Valley,-37.8778,144.8886,Eastern Metropolitan,11482,SW,1.0,,Yes,No,No,Average,,Single,
Moonee Ponds,5,h,1126336.0,SA,Nelson,4/2/2017,23.4,3215,1.0,4.0,,1956.4,,1983.0,,-37.795,144.958,South-Eastern Metropolitan,19697,NE,2.0,56.0,No,Yes,Yes,Poor,Solar,,
Collingwood,1,u,,PI,Biggin,3/12/2016,15.3,3084,,3.0,2.0,,,,Boroondara,-37.7295,144.9687,Western Metropolitan,18018,SW,,47.0,No,No,No,Poor,,Carport,2005.0
Fitzroy,4,h,953803.0,S,Nelson,18/6/2016,2.5,3025,6.0,1.0,4.0,481.0,339.5,,,-37.8761,,Eastern Metropolitan,8253,S,1.0,40.0,No,Yes,No,Average,None,Carport,
Essendon,4,u,1837893.0,S,Biggin,18/6/2016,21.5,3178,4.0,4.0,0.0,,208.1,1935.0,Moreland,-37.8395,144.7263,Southern Metropolitan,23103,N,1.0,73.0,,No,Yes,Poor,None,None,
Coburg,5,t,1759405.0,VB,Nelson,1/9/2018,2.4,3120,1.0,3.0,3.0,520.2,474.6,,Yarra,-37.8003,144.9807,Western Metropolitan,15047,N,1.0,33.0,No,Yes,Yes,Good,None,,
Hawthorn,3,h,984803.0,S,Marshall,18/6/2016,2.0,3049,1.0,4.0,4.0,,214.9,1977.0,Darebin,-37.8711,144.8275,Eastern Metropolitan,2476,E,1.0,72.0,Yes,No,No,Excellent,Solar,,
South Yarra,2,h,2535221.0,SA,Barry,18/6/2016,22.3,3114,3.0,2.0,5.0,,,,Moreland,,144.8196,Western Metropolitan,16489,E,3.0,68.0,No,Yes,Yes,Poor,,Single,
Moonee Ponds,3,h,364456.0,PI,Barry,1/9/2018,8.2,3035,1.0,3.0,1.0,,,1958.0,Yarra,-37.6281,145.0949,South-Eastern Metropolitan,9948,NW,,88.0,No,No,No,Good,None,None,1990.0
Reservoir,6,t,1106841.0,SP,Nelson,1/9/2018,8.3,3153,1.0,3.0,,2827.5,413.4,,Moreland,-37.6256,144.7767,Southern Metropolitan,27310,S,,54.0,No,No,Yes,,Gas,Double,1990.0
Essendon,6,u,2729840.0,S,Barry,7/5/2017,23.6,3032,5.0,1.0,5.0,,103.6,,,-37.7225,144.8646,Eastern Metropolitan,3513,SW,3.0,,,No,No,Average,Gas,Double,
Brunswick,2,t,1668060.0,SP,Nelson,4/2/2017,3.8,3122,4.0,4.0,0.0,2190.7,,,Port Phillip,-37.5655,145.0188,Northern Metropolitan,5483,S,4.0,,No,No,Yes,Poor,Solar,,
Hawthorn,5,h,283783.0,S,Nelson,4/2/2017,12.3,3099,5.0,2.0,1.0,883.8,328.6,1914.0,Yarra,-37.6571,,Southern Metropolitan,12998,NW,3.0,54.0,Yes,Yes,Yes,,,,2005.0
Brunswick,2,u,284152.0,PI,hockingstuart,7/5/2017,6.9,3067,6.0,2.0,0.0,,516.8,,Port Phillip,-37.8176,144.724,South-Eastern Metropolitan,23378,NW,2.0,,,No,No,Excellent,Electric,,1992.0
Richmond,4,t,694718.0,SA,hockingstuart,4/2/2017,21.1,3072,3.0,4.0,1.0,473.3,143.5,2009.0,Moonee Valley,-37.7058,144.7363,South-Eastern Metropolitan,22804,W,4.0,,Yes,,Yes,Good,,Carport,
Coburg,6,h,1851956.0,PI,hockingstuart,18/6/2016,23.8,3135,,4.0,1.0,,,,Yarra,-37.7325,145.0277,Northern Metropolitan,19253,NE,3.0,,,No,Yes,Poor,None,,
Camberwell,1,h,398725.0,SP,Biggin,7/5/2017,25.8,3193,6.0,,,148.1,,1980.0,Moreland,-37.7179,145.1766,Southern Metropolitan,17090,N,4.0,81.0,No,No,Yes,Good,Gas,Single,1999.0
Camberwell,1,t,,S,hockingstuart,7/5/2017,10.4,3022,2.0,4.0,1.0,,323.9,1863.0,Darebin,-37.6229,,Eastern Metropolitan,29054,W,1.0,93.0,No,Yes,Yes,Average,None,Double,
South Yarra,5,t,2053500.0,SP,Nelson,4/2/2017,4.9,3069,4.0,1.0,5.0,,535.4,1885.0,,-37.7462,145.1936,Northern Metropolitan,26189,S,2.0,,No,,Yes,Good,None,None,
Collingwood,4,t,2518693.0,SA,Marshall,3/12/2016,4.6,3054,1.0,4.0,0.0,1193.9,,,,-37.6585,144.8758,Eastern Metropolitan,15493,E,2.0,,No,No,,Good,Electric,,
Reservoir,3,h,1158017.0,PI,hockingstuart,4/2/2017,16.1,3170,5.0,1.0,2.0,,158.9,1972.0,Darebin,-37.8498,144.8209,Western Metropolitan,4660,W,2.0,91.0,,Yes,No,Poor,Electric,None,
Malvern,4,t,571898.0,SP,hockingstuart,3/12/2016,33.2,3109,5.0,1.0,,1164.9,,,Port Phillip,-37.5772,144.7493,Eastern Metropolitan,23443,E,3.0,97.0,No,No,Yes,Average,None,Carport,
South Yarra,1,h,935338.0,SP,Marshall,7/5/2017,9.2,3148,1.0,4.0,,2503.3,,,,-37.9154,144.8629,Western Metropolitan,17906,NW,3.0,67.0,No,,No,Average,Gas,Carport,2016.0
Fitzroy,1,t,,SA,Nelson,3/12/2016,10.5,3149,1.0,3.0,0.0,1986.7,,1867.0,Darebin,-37.5526,144.8384,Eastern Metropolitan,14711,NE,3.0,79.0,Yes,Yes,Yes,Good,Gas,Single,2013.0
Fitzroy,6,h,304745.0,S,Biggin,18/6/2016,5.3,3008,3.0,3.0,0.0,1553.1,,1975.0,Boroondara,-37.6969,,Western Metropolitan,24649,SE,2.0,90.0,,No,No,Average,,,
Reservoir,4,h,1933032.0,SP,hockingstuart,1/9/2018,22.0,3161,,1.0,,748.8,112.7,1910.0,Boroondara,-37.762,144.8844,Southern Metropolitan,3024,E,4.0,57.0,No,No,Yes,Excellent,None,Single,
Malvern,4,u,888273.0,SA,Marshall,3/12/2016,24.4,3186,5.0,4.0,5.0,2770.4,262.5,1860.0,Moonee Valley,-37.8257,144.8158,South-Eastern Metropolitan,16855,SE,4.0,99.0,Yes,Yes,Yes,Average,None,Single,
Preston,1,t,1288347.0,S,Nelson,1/9/2018,23.2,3153,2.0,1.0,1.0,209.9,,1979.0,Darebin,,145.0063,Southern Metropolitan,14830,SE,3.0,60.0,No,Yes,Yes,Good,Solar,,2015.0
Collingwood,3,t,2010328.0,S,Barry,18/6/2016,30.4,3128,6.0,4.0,2.0,2082.3,593.8,1889.0,Port Phillip,-37.637,144.8615,Northern Metropolitan,10156,N,4.0,86.0,Yes,No,No,Good,,None,
Essendon,5,h,,PI,Biggin,1/9/2018,18.1,3107,2.0,4.0,3.0,1882.7,377.4,1876.0,Yarra,-37.8942,144.8768,Southern Metropolitan,25445,NE,3.0,39.0,No,No,No,Average,Gas,Double,1991.0
Moonee Ponds,5,h,2398185.0,SA,Marshall,18/6/2016,6.4,3132,5.0,2.0,0.0,1351.1,,,,-37.8489,144.9992,Southern Metropolitan,27796,E,4.0,41.0,No,No,No,Excellent,Gas,Carport,
Malvern,4,h,295256.0,S,Marshall,1/9/2018,11.6,3168,2.0,3.0,3.0,758.9,572.7,1961.0,Moonee Valley,-37.9005,144.7591,South-Eastern Metropolitan,15578,W,,36.0,No,No,Yes,Average,Electric,,2014.0
Camberwell,5,u,2586607.0,PI,Marshall,1/9/2018,23.9,3190,5.0,3.0,,,292.0,1981.0,Yarra,-37.7793,145.0871,Southern Metropolitan,27777,N,2.0,57.0,No,No,Yes,Excellent,Electric,,
Hawthorn,1,u,752264.0,VB,hockingstuart,4/2/2017,22.2,3149,4.0,2.0,,2624.7,116.6,,Darebin,-37.7951,145.1827,Northern Metropolitan,21411,N,4.0,49.0,No,No,Yes,Poor,,Single,2012.0
Preston,1,h,1189695.0,SA,Barry,3/12/2016,19.5,3067,3.0,2.0,2.0,2518.5,414.6,,Port Phillip,-37.6905,144.9454,Southern Metropolitan,27362,S,2.0,,No,No,Yes,Excellent,Gas,Single,
Moonee Ponds,4,t,2433955.0,VB,Biggin,1/9/2018,24.5,3175,2.0,,5.0,2827.1,,1928.0,Moonee Valley,-37.5517,144.9799,Southern Metropolitan,4888,,1.0,56.0,,No,No,Poor,None,Single,
Moonee Ponds,4,t,,S,Nelson,7/5/2017,23.0,3065,5.0,1.0,,,,,Boroondara,-37.5931,144.8923,Southern Metropolitan,6880,SW,,45.0,No,Yes,Yes,Excellent,Electric,None,
Preston,6,u,,SA,Nelson,4/2/2017,31.1,3143,,1.0,3.0,1192.0,489.9,,Yarra,-37.5978,145.1784,Southern Metropolitan,23672,W,,65.0,,Yes,No,Excellent,Gas,,
Richmond,4,u,,PI,Barry,3/12/2016,,3207,6.0,1.0,2.0,105.2,276.7,1917.0,Port Phillip,-37.6917,144.7665,South-Eastern Metropolitan,18725,NW,2.0,99.0,No,,Yes,Excellent,None,Double,
Brunswick,3,h,2900432.0,S,Marshall,4/2/2017,27.7,3052,3.0,1.0,4.0,,,,,-37.8418,145.1068,South-Eastern Metropolitan,29872,S,2.0,39.0,,No,No,Poor,Solar,Single,2010.0
Moonee Ponds,5,t,1511179.0,SA,Marshall,3/12/2016,10.2,3127,4.0,1.0,3.0,1021.7,,,Moonee Valley,-37.7964,145.0252,Northern Metropolitan,6345,E,2.0,73.0,Yes,No,Yes,Excellent,Gas,Double,
Preston,4,h,2920243.0,SA,Marshall,18/6/2016,24.4,3213,1.0,3.0,2.0,1242.3,590.3,1896.0,Port Phillip,-37.85,145.0957,Northern Metropolitan,25400,NW,1.0,,Yes,No,Yes,Good,Electric,,
Malvern,2,u,2017413.0,VB,Marshall,1/9/2018,31.8,3064,1.0,3.0,3.0,,,,Boroondara,-37.896,145.1752,Northern Metropolitan,8536,SW,1.0,94.0,Yes,No,Yes,,Solar,Single,1998.0
Preston,6,t,394282.0,S,Marshall,7/5/2017,14.7,3206,,4.0,2.0,1603.5,,1959.0,Darebin,-37.7756,144.9481,Southern Metropolitan,7065,,1.0,91.0,,Yes,No,Excellent,None,None,
St Kilda,2,t,2823697.0,PI,Barry,4/2/2017,27.7,3063,5.0,3.0,,1720.2,,,Darebin,-37.591,144.8442,Eastern Metropolitan,5025,,2.0,62.0,No,Yes,Yes,Good,Gas,Single,2016.0
South Yarra,1,u,2221277.0,PI,hockingstuart,4/2/2017,25.9,3215,6.0,2.0,1.0,569.9,,1879.0,Yarra,-37.6525,,Southern Metropolitan,21333,,1.0,,Yes,Yes,Yes,Excellent,,Single,2010.0
Northcote,5,h,,S,Biggin,4/2/2017,4.0,3067,3.0,3.0,1.0,1521.0,,,Boroondara,-37.5561,145.1223,Eastern Metropolitan,26754,N,4.0,42.0,Yes,No,,Good,,Single,2012.0
Richmond,4,h,2878892.0,S,Marshall,4/2/2017,21.2,3190,4.0,2.0,,2758.7,347.1,1863.0,Yarra,-37.8721,145.0431,Northern Metropolitan,10211,W,4.0,66.0,No,Yes,Yes,Excellent,Electric,Single,
Coburg,2,t,1602206.0,SP,hockingstuart,1/9/2018,6.3,3061,4.0,3.0,,,,1909.0,Moonee Valley,-37.7498,145.1245,Southern Metropolitan,4888,E,2.0,48.0,No,No,Yes,Poor,Electric,Carport,2001.0
Northcote,5,u,1194740.0,VB,Nelson,3/12/2016,33.9,3209,4.0,1.0,3.0,802.6,384.7,1941.0,Yarra,-37.6328,145.0652,Northern Metropolitan,3342,N,3.0,95.0,No,No,Yes,Poor,Solar,Carport,
